votes.dem,votes.gop,total.votes,per.dem,per.gop,diff,state.abbr,county.name,fips
4772.0,3172.0,8010.0,59.5755305868,39.600499375800005,1600.0,AL,Hale County,01065
2286.0,5623.0,8017.0,28.5144068854,70.1384557815,3337.0,AL,Henry County,01067
10547.0,30567.0,42030.0,25.093980490099998,72.7266238401,20020.0,AL,Houston County,01069
3663.0,16643.0,20785.0,17.6232860236,80.0721674284,12980.0,AL,Jackson County,01071
151581.0,130614.0,290111.0,52.249311470399995,45.022077756399995,20967.0,AL,Jefferson County,01073
1035.0,5819.0,6931.0,14.932910114,83.9561390853,4784.0,AL,Lamar County,01075
9877.0,27735.0,38813.0,25.447659289399997,71.4580166439,17858.0,AL,Lauderdale County,01077
3611.0,10732.0,14623.0,24.6939752445,73.39123298909999,7121.0,AL,Lawrence County,01079
20987.0,34321.0,57668.0,36.3928001665,59.5148089062,13334.0,AL,Lee County,01081
9340.0,28824.0,39400.0,23.7055837563,73.1573604061,19484.0,AL,Limestone County,01083
4882.0,1751.0,6676.0,73.1276213301,26.2282804074,3131.0,AL,Lowndes County,01085
7237.0,1394.0,8748.0,82.727480567,15.9350708733,5843.0,AL,Macon County,01087
62435.0,89199.0,159473.0,39.1508280399,55.9336063158,26764.0,AL,Madison County,01089
5607.0,5224.0,10948.0,51.2148337596,47.7164778955,383.0,AL,Marengo County,01091
1432.0,11273.0,12912.0,11.0904584882,87.3063816605,9841.0,AL,Marion County,01093
4913.0,29217.0,34965.0,14.0511940512,83.5607035607,24304.0,AL,Marshall County,01095
68429.0,91087.0,163387.0,41.881545043399996,55.749233415099994,22658.0,AL,Mobile County,01097
4310.0,5771.0,10185.0,42.317133038799994,56.661757486499994,1461.0,AL,Monroe County,01099
58669.0,33928.0,94572.0,62.036332106799996,35.8753119316,24741.0,AL,Montgomery County,01101
11216.0,37392.0,49991.0,22.4360384869,74.7974635434,26176.0,AL,Morgan County,01103
3823.0,1403.0,5255.0,72.7497621313,26.698382492900002,2420.0,AL,Perry County,01105
3972.0,5454.0,9494.0,41.8369496524,57.4468085106,1482.0,AL,Pickens County,01107
5039.0,7681.0,13025.0,38.6871401152,58.971209213099996,2642.0,AL,Pike County,01109
2290.0,7697.0,10130.0,22.6061204344,75.982230997,5407.0,AL,Randolph County,01111
9577.0,9210.0,19136.0,50.0470317726,48.129180602,367.0,AL,Russell County,01113
22927.0,72846.0,99208.0,23.1100314491,73.4275461656,49919.0,AL,Shelby County,01117
5550.0,31579.0,37937.0,14.629517357700001,83.2406357909,26029.0,AL,St. Clair County,01115
4739.0,1581.0,6391.0,74.1511500548,24.7379126897,3158.0,AL,Sumter County,01119
12108.0,20596.0,33218.0,36.4501174062,62.002528749499994,8488.0,AL,Talladega County,01121
5271.0,12967.0,18504.0,28.485732814499997,70.0767401643,7696.0,AL,Tallapoosa County,01123
31746.0,47701.0,81708.0,38.8529886914,58.3798404073,15955.0,AL,Tuscaloosa County,01125
4486.0,24208.0,29243.0,15.3404233492,82.7822042882,19722.0,AL,Walker County,01127
2366.0,6031.0,8492.0,27.861516721599997,71.0197833255,3665.0,AL,Washington County,01129
4329.0,1737.0,6095.0,71.0254306809,28.498769483199997,2592.0,AL,Wilcox County,01131
871.0,9225.0,10255.0,8.49341784495,89.9561189664,8354.0,AL,Winston County,01133
1939.0,3825.0,6167.0,31.441543700300002,62.023674396,1886.0,AR,Arkansas County,05001
2408.0,5338.0,8027.0,29.998754204599997,66.5005606079,2930.0,AR,Ashley County,05003
4163.0,14655.0,19572.0,21.270181892500002,74.87737584300001,10492.0,AR,Baxter County,05005
27894.0,60751.0,94262.0,29.591988288,64.4490887102,32857.0,AR,Benton County,05007
2925.0,12225.0,15912.0,18.3823529412,76.82880844649999,9300.0,AR,Boone County,05009
1317.0,2163.0,3617.0,36.4113906552,59.8009400055,846.0,AR,Bradley County,05011
636.0,1554.0,2250.0,28.2666666667,69.0666666667,918.0,AR,Calhoun County,05013
3334.0,6773.0,10656.0,31.2875375375,63.560435435399995,3439.0,AR,Carroll County,05015
2350.0,1716.0,4149.0,56.640154253999995,41.3593637021,634.0,AR,Chicot County,05017
3606.0,4398.0,8365.0,43.1081888822,52.5762104005,792.0,AR,Clark County,05019
1999.0,3779.0,5978.0,33.4392773503,63.2151221144,1780.0,AR,Clay County,05021
2101.0,9454.0,11968.0,17.5551470588,78.9939839572,7353.0,AR,Cleburne County,05023
723.0,2460.0,3299.0,21.915732039999998,74.5680509245,1737.0,AR,Cleveland County,05025
3140.0,5456.0,8837.0,35.5324205047,61.7404096413,2316.0,AR,Columbia County,05027
2655.0,4844.0,7837.0,33.877759346699996,61.8093658288,2189.0,AR,Conway County,05029
10474.0,22798.0,34968.0,29.9530999771,65.1967513155,12324.0,AR,Craighead County,05031
4476.0,16655.0,22155.0,20.2031144211,75.17490408489999,12179.0,AR,Crawford County,05033
8368.0,6953.0,15798.0,52.968730219,44.011900240500005,1415.0,AR,Crittenden County,05035
1995.0,4577.0,6831.0,29.2050944225,67.0033670034,2582.0,AR,Cross County,05037
1165.0,1507.0,2741.0,42.5027362277,54.9799343305,342.0,AR,Dallas County,05039
2227.0,1915.0,4226.0,52.697586370100005,45.3147184098,312.0,AR,Desha County,05041
2364.0,3967.0,6552.0,36.0805860806,60.54639804639999,1603.0,AR,Drew County,05043
14525.0,29170.0,46364.0,31.3281856613,62.915192822,14645.0,AR,Faulkner County,05045
1376.0,5034.0,6698.0,20.5434458047,75.1567632129,3658.0,AR,Franklin County,05047
1067.0,3470.0,4744.0,22.4915682968,73.1450252951,2403.0,AR,Fulton County,05049
12283.0,26053.0,40337.0,30.45095074,64.58834320849999,13770.0,AR,Garland County,05051
1407.0,5160.0,6855.0,20.525164113800002,75.2735229759,3753.0,AR,Grant County,05053
3056.0,10698.0,14422.0,21.189848842,74.1783386493,7642.0,AR,Greene County,05055
2371.0,4391.0,6984.0,33.9490263459,62.872279496000004,2020.0,AR,Hempstead County,05057
3137.0,8153.0,11815.0,26.550994498500003,69.0055014812,5016.0,AR,Hot Spring County,05059
1350.0,3155.0,4634.0,29.132498921,68.0837289599,1805.0,AR,Howard County,05061
2878.0,9925.0,13443.0,21.408911701300003,73.8302462248,7047.0,AR,Independence County,05063
1111.0,4042.0,5396.0,20.5893254262,74.9073387695,2931.0,AR,Izard County,05065
1583.0,3262.0,5093.0,31.0818770862,64.0486942863,1679.0,AR,Jackson County,05067
15721.0,9231.0,25683.0,61.2116964529,35.9420628431,6490.0,AR,Jefferson County,05069
2421.0,6072.0,8997.0,26.9089696566,67.48916305440001,3651.0,AR,Johnson County,05071
1028.0,1750.0,2835.0,36.2610229277,61.728395061700006,722.0,AR,Lafayette County,05073
1263.0,4064.0,5629.0,22.4373778646,72.19754841,2801.0,AR,Lawrence County,05075
1735.0,1229.0,3004.0,57.7563249001,40.9121171771,506.0,AR,Lee County,05077
1252.0,2455.0,3814.0,32.826428946,64.368117462,1203.0,AR,Lincoln County,05079
1397.0,3604.0,5192.0,26.906779661,69.4144838213,2207.0,AR,Little River County,05081
1712.0,5737.0,7839.0,21.839520347,73.1853552749,4025.0,AR,Logan County,05083
5638.0,19902.0,26766.0,21.0640364642,74.35552566690001,14264.0,AR,Lonoke County,05085
1587.0,4917.0,6782.0,23.400176939,72.5007372457,3330.0,AR,Madison County,05087
1377.0,5077.0,6718.0,20.4971717773,75.5730872283,3700.0,AR,Marion County,05089
4273.0,11293.0,16015.0,26.6812363409,70.5151420543,7020.0,AR,Miller County,05091
5621.0,6988.0,12995.0,43.255098114700004,53.774528664900004,1367.0,AR,Mississippi County,05093
1298.0,1400.0,2766.0,46.9269703543,50.6146059291,102.0,AR,Monroe County,05095
735.0,2573.0,3445.0,21.3352685051,74.6879535559,1838.0,AR,Montgomery County,05097
1156.0,2001.0,3233.0,35.7562635323,61.8929786576,845.0,AR,Nevada County,05099
699.0,2875.0,3731.0,18.734923613000003,77.0570892522,2176.0,AR,Newton County,05101
4320.0,5347.0,9881.0,43.7202712276,54.113956077299996,1027.0,AR,Ouachita County,05103
1035.0,2979.0,4213.0,24.566816995,70.7097080465,1944.0,AR,Perry County,05105
4292.0,2443.0,6894.0,62.257035103,35.4366115463,1849.0,AR,Phillips County,05107
684.0,3150.0,3956.0,17.2901921132,79.6258847321,2466.0,AR,Pike County,05109
1878.0,3149.0,5283.0,35.5479840999,59.606284308199996,1271.0,AR,Poinsett County,05111
1210.0,6606.0,8121.0,14.8996429011,81.3446619874,5396.0,AR,Polk County,05113
4818.0,15694.0,21545.0,22.3624970991,72.8428869807,10876.0,AR,Pope County,05115
812.0,2503.0,3404.0,23.8542890717,73.5311398355,1691.0,AR,Prairie County,05117
89377.0,61182.0,157728.0,56.665271860400004,38.7895617772,28195.0,AR,Pulaski County,05119
1425.0,4508.0,6313.0,22.5724695074,71.4082052907,3083.0,AR,Randolph County,05121
13247.0,35852.0,51971.0,25.4892151392,68.9846260414,22605.0,AR,Saline County,05125
507.0,2378.0,3017.0,16.804772953300002,78.82001988729999,1871.0,AR,Scott County,05127
601.0,2955.0,3698.0,16.2520281233,79.90805841000001,2354.0,AR,Searcy County,05129
12184.0,28769.0,43557.0,27.9725417269,66.0490851069,16585.0,AR,Sebastian County,05131
1075.0,3281.0,4517.0,23.798981625,72.6367057782,2206.0,AR,Sevier County,05133
1472.0,5405.0,7190.0,20.4728789986,75.173852573,3933.0,AR,Sharp County,05135
4031.0,3195.0,7412.0,54.384781435499995,43.1057744199,836.0,AR,St. Francis County,05123
1189.0,4081.0,5527.0,21.5125746336,73.8375248779,2892.0,AR,Stone County,05137
5667.0,10201.0,16338.0,34.6860080793,62.437262822899996,4534.0,AR,Union County,05139
1547.0,5382.0,7111.0,21.7550274223,75.6855575868,3835.0,AR,Van Buren County,05141
32296.0,40418.0,78153.0,41.3240694535,51.7165048047,8122.0,AR,Washington County,05143
5157.0,21038.0,27451.0,18.786200866999998,76.6383738297,15881.0,AR,White County,05145
1117.0,1344.0,2550.0,43.8039215686,52.705882352900005,227.0,AR,Woodruff County,05147
1472.0,4600.0,6389.0,23.039599311299998,71.9987478479,3128.0,AR,Yell County,05149
12196.0,5315.0,18659.0,65.3625596227,28.484913446600004,6881.0,AZ,Apache County,04001
15291.0,25036.0,43147.0,35.439312119,58.0248916495,9745.0,AZ,Cochise County,04003
25308.0,16573.0,44929.0,56.328874446300006,36.8870885174,8735.0,AZ,Coconino County,04005
6746.0,13672.0,21398.0,31.526310870199996,63.8938218525,6926.0,AZ,Gila County,04007
3301.0,8025.0,11939.0,27.6488818159,67.2166848145,4724.0,AZ,Graham County,04009
1092.0,1892.0,3243.0,33.6725254394,58.3410422448,800.0,AZ,Greenlee County,04011
1318.0,3381.0,4931.0,26.7288582438,68.5662137497,2063.0,AZ,La Paz County,04012
549040.0,590465.0,1201934.0,45.679712862799995,49.1262415407,41425.0,AZ,Maricopa County,04013
16485.0,54656.0,74189.0,22.220275243,73.6712989796,38171.0,AZ,Mohave County,04015
15362.0,18165.0,35409.0,43.384450281,51.3005168178,2803.0,AZ,Navajo County,04017
195649.0,147019.0,360762.0,54.232153053800005,40.7523519661,48630.0,AZ,Pima County,04019
35737.0,53857.0,93805.0,38.0971163584,57.413783913399996,18120.0,AZ,Pinal County,04021
10684.0,3650.0,14926.0,71.57979364869999,24.453972933099998,7034.0,AZ,Santa Cruz County,04023
29705.0,58862.0,92780.0,32.0165984048,63.442552274200004,29157.0,AZ,Yavapai County,04025
18336.0,20586.0,40759.0,44.9863833755,50.5066365711,2250.0,AZ,Yuma County,04027
486351.0,91189.0,613195.0,79.3142475069,14.871125824600002,395162.0,CA,Alameda County,06001
318.0,211.0,575.0,55.3043478261,36.6956521739,107.0,CA,Alpine County,06003
5904.0,10239.0,17186.0,34.353543582,59.5775631328,4335.0,CA,Amador County,06005
38676.0,42193.0,87847.0,44.0265461541,48.0300977836,3517.0,CA,Butte County,06007
7738.0,13072.0,22334.0,34.6467269634,58.52959613149999,5334.0,CA,Calaveras County,06009
2659.0,3551.0,6594.0,40.3245374583,53.851986654499996,892.0,CA,Colusa County,06011
286658.0,105819.0,415972.0,68.9128114392,25.4389718539,180839.0,CA,Contra Costa County,06013
3485.0,5134.0,9361.0,37.2289285333,54.84456788799999,1649.0,CA,Del Norte County,06015
35243.0,47633.0,89228.0,39.4976913077,53.3834670731,12390.0,CA,El Dorado County,06017
123660.0,113949.0,250264.0,49.4118211169,45.5315187162,9711.0,CA,Fresno County,06019
3065.0,5788.0,9379.0,32.679390126899996,61.7123360699,2723.0,CA,Glenn County,06021
19596.0,10883.0,33636.0,58.259008205499995,32.355214651000004,8713.0,CA,Humboldt County,06023
28467.0,11295.0,41751.0,68.18279801679999,27.053244233700003,17172.0,CA,Imperial County,06025
3155.0,4248.0,7996.0,39.4572286143,53.126563281600006,1093.0,CA,Inyo County,06027
86481.0,119164.0,217725.0,39.7202893558,54.731427259200004,32683.0,CA,Kern County,06029
12902.0,17446.0,32250.0,40.0062015504,54.096124031,4544.0,CA,Kings County,06031
6240.0,5752.0,13045.0,47.8344193177,44.0935224224,488.0,CA,Lake County,06033
2224.0,7574.0,10422.0,21.3394741892,72.673191326,5350.0,CA,Lassen County,06035
1893770.0,620285.0,2652072.0,71.4071865319,23.3886938213,1273485.0,CA,Los Angeles County,06037
13283.0,19221.0,34263.0,38.767766979,56.09841520010001,5938.0,CA,Madera County,06039
86650.0,17531.0,109941.0,78.8150007731,15.945825488199999,69119.0,CA,Marin County,06041
3122.0,5185.0,8877.0,35.1695392588,58.409372535799996,2063.0,CA,Mariposa County,06043
6905.0,3571.0,11435.0,60.384783559199995,31.2286838653,3334.0,CA,Mendocino County,06045
21856.0,18486.0,42523.0,51.3980669285,43.4729440538,3370.0,CA,Merced County,06047
798.0,2413.0,3359.0,23.7570705567,71.8368562072,1615.0,CA,Modoc County,06049
2696.0,2080.0,5154.0,52.3088863019,40.3570042685,616.0,CA,Mono County,06051
64733.0,26378.0,96676.0,66.9587074351,27.2849517978,38355.0,CA,Monterey County,06053
26161.0,11946.0,40393.0,64.76617235660001,29.574431213300002,14215.0,CA,Napa County,06055
16199.0,14686.0,33258.0,48.7070779963,44.157796620400006,1513.0,CA,Nevada County,06057
556544.0,472669.0,1092116.0,50.9601544158,43.2801094389,83875.0,CA,Orange County,06059
61969.0,78977.0,150532.0,41.1666622379,52.4652565567,17008.0,CA,Placer County,06061
3224.0,5079.0,8830.0,36.511891279699995,57.5198187995,1855.0,CA,Plumas County,06063
339145.0,309514.0,683612.0,49.6107441063,45.2762678244,29631.0,CA,Riverside County,06065
273768.0,163024.0,467526.0,58.556743368300005,34.8695045837,110744.0,CA,Sacramento County,06067
10050.0,6471.0,17572.0,57.1932620077,36.825631686799994,3579.0,CA,San Benito County,06069
312517.0,253962.0,598783.0,52.1920294998,42.413027758,58555.0,CA,San Bernardino County,06071
567243.0,386807.0,1011651.0,56.0710165858,38.235221435099994,180436.0,CA,San Diego County,06073
312443.0,34493.0,365295.0,85.5316935627,9.44250537237,277950.0,CA,San Francisco County,06075
89791.0,68316.0,166647.0,53.880957953,40.9944373436,21475.0,CA,San Joaquin County,06077
63001.0,52672.0,124575.0,50.572747341,42.2813566125,10329.0,CA,San Luis Obispo County,06079
219580.0,53731.0,287499.0,76.3759178293,18.6891084839,165849.0,CA,San Mateo County,06081
100120.0,53740.0,164224.0,60.96551052219999,32.7235970382,46380.0,CA,Santa Barbara County,06083
483472.0,137452.0,659148.0,73.3480189578,20.852979907399998,346020.0,CA,Santa Clara County,06085
85185.0,20158.0,113509.0,75.0469125796,17.7589442247,65027.0,CA,Santa Cruz County,06087
20471.0,47587.0,72554.0,28.2148468727,65.58838933759999,27116.0,CA,Shasta County,06089
601.0,1048.0,1804.0,33.3148558758,58.0931263858,447.0,CA,Sierra County,06091
7106.0,11212.0,19836.0,35.8237547893,56.5234926396,4106.0,CA,Siskiyou County,06093
97159.0,49595.0,156067.0,62.254672672599995,31.7780184152,47564.0,CA,Solano County,06095
116027.0,37421.0,164060.0,70.7222967207,22.8093380471,78606.0,CA,Sonoma County,06097
73939.0,72960.0,156141.0,47.353994146299996,46.7269967529,979.0,CA,Stanislaus County,06099
11831.0,16780.0,30429.0,38.8806730422,55.144763219299996,4949.0,CA,Sutter County,06101
6571.0,14981.0,22875.0,28.7256830601,65.4907103825,8410.0,CA,Tehama County,06103
1876.0,2409.0,4716.0,39.7794741306,51.0814249364,533.0,CA,Trinity County,06105
39099.0,50488.0,94571.0,41.3435408318,53.3863446511,11389.0,CA,Tulare County,06107
8580.0,13486.0,23472.0,36.554192229,57.4556918882,4906.0,CA,Tuolumne County,06109
170489.0,118764.0,307881.0,55.374966301899995,38.5746440995,51725.0,CA,Ventura County,06111
34460.0,13178.0,50623.0,68.07182505979999,26.031645694599998,21282.0,CA,Yolo County,06113
7234.0,12313.0,21058.0,34.3527400513,58.4718396809,5079.0,CA,Yuba County,06115
86471.0,73807.0,175125.0,49.3767309065,42.145324767999995,12664.0,CO,Adams County,08001
3168.0,3031.0,6897.0,45.933014354099996,43.946643468199994,137.0,CO,Alamosa County,08003
148365.0,109638.0,281658.0,52.6755852843,38.9259314488,38727.0,CO,Arapahoe County,08005
2489.0,4234.0,7290.0,34.1426611797,58.0795610425,1745.0,CO,Archuleta County,08007
278.0,1716.0,2107.0,13.1941148552,81.44280968199999,1438.0,CO,Baca County,08009
581.0,1166.0,1892.0,30.708245243100002,61.6279069767,585.0,CO,Bent County,08011
124715.0,38766.0,176735.0,70.56610179079999,21.9345347554,85949.0,CO,Boulder County,08013
19530.0,14272.0,37342.0,52.300358845299996,38.2196989984,5258.0,CO,Broomfield County,08014
4773.0,5283.0,10999.0,43.3948540776,48.031639239899995,510.0,CO,Chaffee County,08015
127.0,905.0,1076.0,11.8029739777,84.1078066914,778.0,CO,Cheyenne County,08017
2585.0,2426.0,5532.0,46.7281272596,43.8539407086,159.0,CO,Clear Creek County,08019
1753.0,1885.0,3970.0,44.1561712846,47.4811083123,132.0,CO,Conejos County,08021
1109.0,581.0,1820.0,60.934065934100005,31.923076923100002,528.0,CO,Costilla County,08023
336.0,1069.0,1511.0,22.236929186,70.7478491066,733.0,CO,Crowley County,08025
797.0,2059.0,3064.0,26.0117493473,67.1997389034,1262.0,CO,Custer County,08027
4048.0,11584.0,16661.0,24.2962607286,69.5276393974,7536.0,CO,Delta County,08029
174611.0,43637.0,232291.0,75.16907671839999,18.785488891099998,130974.0,CO,Denver County,08031
227.0,936.0,1230.0,18.4552845528,76.0975609756,709.0,CO,Dolores County,08033
67045.0,100178.0,182918.0,36.6530357865,54.7666167354,33133.0,CO,Douglas County,08035
12652.0,8153.0,22611.0,55.9550661183,36.0576710451,4499.0,CO,Eagle County,08037
3056.0,11536.0,15689.0,19.478615590500002,73.5292242973,8480.0,CO,Elbert County,08039
105807.0,176506.0,313273.0,33.7746949147,56.3425510657,70699.0,CO,El Paso County,08041
5275.0,15066.0,21880.0,24.1087751371,68.85740402190001,9791.0,CO,Fremont County,08043
11205.0,13071.0,26328.0,42.5592525068,49.6467639015,1866.0,CO,Garfield County,08045
1634.0,1564.0,3574.0,45.7190822608,43.760492445400004,70.0,CO,Gilpin County,08047
3319.0,4467.0,8513.0,38.9874309879,52.472688828799996,1148.0,CO,Grand County,08049
5068.0,3250.0,9299.0,54.500483923,34.9499946231,1818.0,CO,Gunnison County,08051
197.0,339.0,589.0,33.4465195246,57.5551782683,142.0,CO,Hinsdale County,08053
1631.0,1875.0,3772.0,43.239660657500004,49.7083775186,244.0,CO,Huerfano County,08055
171.0,628.0,862.0,19.837587007,72.85382830629999,457.0,CO,Jackson County,08057
151885.0,130233.0,309529.0,49.0697156002,42.074571364899995,21652.0,CO,Jefferson County,08059
91.0,726.0,853.0,10.6682297773,85.1113716295,635.0,CO,Kiowa County,08061
526.0,2894.0,3613.0,14.5585386106,80.0996401882,2368.0,CO,Kit Carson County,08063
1600.0,1264.0,3175.0,50.3937007874,39.811023622,336.0,CO,Lake County,08065
15300.0,12471.0,30722.0,49.8014452184,40.5930603476,2829.0,CO,La Plata County,08067
92170.0,82624.0,193897.0,47.535547223500004,42.6123147857,9546.0,CO,Larimer County,08069
2614.0,3656.0,6693.0,39.055729867,54.624234274600006,1042.0,CO,Las Animas County,08071
399.0,1873.0,2402.0,16.611157368900002,77.9766860949,1474.0,CO,Lincoln County,08073
1843.0,7272.0,9702.0,18.9960832818,74.9536178108,5429.0,CO,Logan County,08075
20958.0,48129.0,74876.0,27.9902772584,64.278273412,27171.0,CO,Mesa County,08077
237.0,344.0,652.0,36.3496932515,52.760736196299995,107.0,CO,Mineral County,08079
874.0,5293.0,6510.0,13.425499231999998,81.3056835637,4419.0,CO,Moffat County,08081
3920.0,7771.0,12706.0,30.851566189200003,61.1600818511,3851.0,CO,Montezuma County,08083
5438.0,14303.0,21070.0,25.809207403899997,67.8832463218,8865.0,CO,Montrose County,08085
3128.0,8104.0,11888.0,26.312247644699998,68.16958277250001,4976.0,CO,Morgan County,08087
1719.0,2988.0,5038.0,34.1206828106,59.30924970230001,1269.0,CO,Otero County,08089
1690.0,1337.0,3287.0,51.4146638272,40.6753878917,353.0,CO,Ouray County,08091
3351.0,6053.0,10245.0,32.7086383602,59.0824792582,2702.0,CO,Park County,08093
436.0,1791.0,2332.0,18.6963979417,76.8010291595,1355.0,CO,Phillips County,08095
7239.0,2522.0,10387.0,69.6928853374,24.280350438,4717.0,CO,Pitkin County,08097
1173.0,3508.0,4978.0,23.5636801928,70.4700683005,2335.0,CO,Prowers County,08099
27945.0,27746.0,60112.0,46.4882219856,46.1571732766,199.0,CO,Pueblo County,08101
433.0,2782.0,3436.0,12.601862631,80.9662398137,2349.0,CO,Rio Blanco County,08103
1985.0,3060.0,5488.0,36.169825072900004,55.7580174927,1075.0,CO,Rio Grande County,08105
7487.0,5149.0,13772.0,54.363926807999995,37.3874528028,2338.0,CO,Routt County,08107
1345.0,1109.0,2707.0,49.685999261199996,40.9678611008,236.0,CO,Saguache County,08109
265.0,215.0,506.0,52.371541502,42.4901185771,50.0,CO,San Juan County,08111
2960.0,1030.0,4311.0,68.6615634424,23.89236836,1930.0,CO,San Miguel County,08113
